-	Brunila	-	proper	13	-	-	-	-	-
-	Brunner	-	proper	6	-	-	-	-	-
-	Bruun	-	proper	5	-	-	-	-	-
-	Bryggare	-	proper	8	-	-	-	-	-
-	Bryn	-	proper	5	-	-	-	-	-
-	Brännström	-	proper	5	-	-	-	-	-
-	Buchanan	-	proper	5	-	-	-	-	-
-	Buchard	-	proper	5	-	-	-	-	-
-	Buchholz	-	proper	5	-	-	-	-	-
-	Bulgakov	-	proper	5	-	-	-	-	-
-	Bull	-	proper	5	-	-	-	-	-
-	Burgess	-	proper	5	-	-	-	-	-
-	Burgoyne	-	proper	8	-	-	-	-	-
-	Burke	-	proper	8	-	-	-	-	-
-	Burns	-	proper	5	-	-	-	-	-
-	Burton	-	proper	6	-	-	-	-	-
-	Busch	-	proper	5	-	-	-	-	-
-	Bush	-	proper	5	-	-	-	-	-
-	Busquets	-	proper	5	-	-	-	-	-
-	Butler	-	proper	6	-	-	-	-	-
-	Bye	-	proper	21	-	-	-	-	-
-	Bykov	-	proper	5	-	-	-	-	-
-	Byrne	-	proper	8	-	-	-	-	-
-	Byron	-	proper	6	-	-	-	-	-
-	Byskata	-	proper	9	-	-	-	-	-
-	Byström	-	proper	5	-	-	-	-	-
-	Bäck	-	proper	5	-	-	-	-	-
-	Bäckman	-	proper	5	-	-	-	-	-
-	Bäckström	-	proper	5	-	-	-	-	-
-	Bärlund	-	proper	5	-	-	-	-	-
-	Böge	-	proper	8	-	-	-	-	-
-	Böhm	-	proper	5	-	-	-	-	-
-	Böhme	-	proper	8	-	-	-	-	-
-	Börjesson	-	proper	5	-	-	-	-	-
-	Bösch	-	proper	5	-	-	-	-	-
-	Böök	-	proper	5	-	-	-	-	-
-	Bødker	-	proper	6	-	-	-	-	-
-	Bühler	-	proper	6	-	-	-	-	-
-	Bąk	-	proper	5	-	-	-	-	-
-	Caballero	-	proper	2	-	-	-	-	-
-	Cajander	-	proper	5	-	-	-	-	-
-	Calamnius	-	proper	39	-	-	-	-	-
-	Calder	-	proper	6	-	-	-	-	-
-	Cameron	-	proper	6	-	-	-	-	-
-	Campana	-	proper	12	-	-	-	-	-
-	Campbell	-	proper	5	-	-	-	-	-
-	Campos	-	proper	39	-	-	-	-	-
-	Camus	-	proper	39	-	-	-	-	-
-	Cantell	-	proper	5	-	-	-	-	-
-	Canth	-	proper	5	-	-	-	-	-
-	Capello	-	proper	1	-	-	-	-	-
-	Cardoso	-	proper	1	-	-	-	-	-
-	Carey	-	proper	21	-	front|back	i|y	-	-
-	Carlson	-	proper	6	-	-	-	-	-
-	Carlsson	-	proper	5	-	-	-	-	-
-	Carlstedt	-	proper	5	-	-	-	-	-
-	Carnegie	-	proper	8|21	-	-	-	-	-
-	Caron	-	proper	6	-	-	-	-	-
-	Carpelan	-	proper	5	-	-	-	-	-
-	Carpenter	-	proper	6	-	-	-	-	-
-	Carr	-	proper	5	-	-	-	-	-
-	Carracci	-	proper	5	-	-	-	-	-
-	Carrera	-	proper	9	-	-	-	-	-
-	Carroll	-	proper	5	-	-	-	-	-
-	Carstens	-	proper	5	-	-	-	-	-
-	Carter	-	proper	6	-	-	-	-	-
-	Cartwright	-	proper	5	-	-	-	-	-
-	Caruso	-	proper	1	-	-	-	-	-
-	Carvalho	-	proper	1	-	-	-	-	-
-	Casaca	-	proper	9	-	-	-	-	-
-	Casagrande	-	proper	8	-	-	-	-	-
-	Casey	-	proper	21	-	front|back	i|y	-	-
-	Cash	-	proper	5	-	-	-	-	-
-	Castillejo	-	proper	1	-	-	-	-	-
-	Castillo	-	proper	1	-	-	-	-	-
-	Castren	-	proper	5	-	-	-	-	-
-	Castro	-	proper	1	-	-	-	-	-
-	Castrén	-	proper	5	-	-	-	-	-
-	Cavalieri	-	proper	5	-	-	-	-	-
-	Cavalli	-	proper	6	-	-	-	-	-
-	Cave	-	proper	8	-	-	-	-	-
-	Cavendish	-	proper	5	-	-	-	-	-
-	Ceausescu	-	proper	1	-	-	-	-	-
-	Ceder	-	proper	6	-	-	-	-	-
-	Cederberg	-	proper	5	-	-	-	-	-
-	Cedercreutz	-	proper	5	-	-	-	-	-
-	Cederschiöld	-	proper	5	-	-	-	-	-
-	Cederström	-	proper	5	-	-	-	-	-
-	Cervantes	-	proper	5	-	-	-	-	-
-	Chadwick	-	proper	5	-	-	-	-	-
-	Chamberlain	-	proper	5	-	-	-	-	-
-	Chambers	-	proper	5	-	-	-	-	-
-	Chan	-	proper	5	-	-	-	-	-
-	Chandler	-	proper	6	-	-	-	-	-
-	Chang	-	proper	5	-	-	-	-	-
-	Chaplin	-	proper	5	-	-	-	-	-
-	Chapman	-	proper	5	-	-	-	-	-
-	Charpentier	-	proper	22|†5	-	-	-	-	-
-	Chatham	-	proper	5	-	-	-	-	-
-	Chen	-	proper	5	-	-	-	-	-
-	Chester	-	proper	6	-	-	-	-	-
-	Chiba	-	proper	9	-	-	-	-	-
-	Chiesa	-	proper	9	-	-	-	-	-
-	Chirac	-	proper	5	-	-	-	-	-
-	Chopin	-	proper	5	-	-	-	-	-
-	Christensen	-	proper	5	-	-	-	-	-
-	Christiansen	-	proper	5	-	-	-	-	-
-	Christie	-	proper	8|21	-	-	-	-	-
-	Christoffersen	-	proper	5	-	-	-	-	-
-	Churchill	-	proper	5	-	-	-	-	-
-	Chydenius	-	proper	39	-	-	-	-	-
-	Chávez	-	proper	5	-	-	-	-	-
-	Claesson	-	proper	5	-	-	-	-	-
-	Clair	-	proper	5	-	-	-	-	-
-	Clapton	-	proper	6	-	-	-	-	-
-	Clark	-	proper	5	-	-	-	-	-
-	Clarke	-	proper	8	-	-	-	-	-
-	Claudel	-	proper	6	-	-	-	-	-
-	Clayhills	-	proper	5	-	-	-	-	-
-	Clayton	-	proper	6	-	-	-	-	-
-	Clinton	-	proper	6	-	-	-	-	-
-	Clément	-	proper	5	-	-	-	-	-
-	Cobain	-	proper	5	-	-	-	-	-
-	Coelho	-	proper	1	-	-	-	-	-
-	Coen	-	proper	5	-	-	-	-	-
-	Cohen	-	proper	6	-	-	-	-	-
-	Cole	-	proper	8	-	-	-	-	-
-	Coleman	-	proper	5	-	-	-	-	-
-	Coletti	-	proper	5	tt:t	-	-	-	-
-	Collan	-	proper	5	-	-	-	-	-
-	Colliander	-	proper	5	-	-	-	-	-
-	Collin	-	proper	5	-	-	-	-	-
-	Collins	-	proper	5	-	-	-	-	-
-	Colman	-	proper	5	-	-	-	-	-
