-	ajeluttava	-	participle	10	-	-	-	-	-
-	ajettava	-	participle	10	-	-	-	-	-
-	ajettava	-	participle	10	-	-	-	+poss	-
-	ajettumaton	-	participle	34	tt:t	-	-	-	-
-	ajettuva	-	participle	10	-	-	-	+poss	-
-	ajettuva	-	participle	10	-	-	-	-	-
-	ajetuttava	-	participle	10	-	-	-	+poss	-
-	ajetuttava	-	participle	10	-	-	-	-	-
-	ajoitettava	-	participle	10	-	-	-	+poss	-
-	ajoitettava	-	participle	10	-	-	-	-	-
-	ajoittamaton	-	participle	34	tt:t	-	-	-	-
-	ajoittava	-	participle	10	-	-	-	+poss	-
-	ajoittava	-	participle	10	-	-	-	-	-
-	ajoittumaton	-	participle	34	tt:t	-	-	-	-
-	ajoittuva	-	participle	10	-	-	-	-	-
-	ajoittuva	-	participle	10	-	-	-	+poss	-
-	ajoituttava	-	participle	10	-	-	-	+poss	-
-	ajoituttava	-	participle	10	-	-	-	-	-
-	akkauduttava	-	participle	10	-	-	-	-	-
-	akkauduttava	-	participle	10	-	-	-	+poss	-
-	akkautumaton	-	participle	34	tt:t	-	-	-	-
-	akkautuva	-	participle	10	-	-	-	+poss	-
-	akkautuva	-	participle	10	-	-	-	-	-
-	akklimatisoiduttava	-	participle	10	-	-	-	+poss	-
-	akklimatisoiduttava	-	participle	10	-	-	-	-	-
-	akklimatisoimaton	-	participle	34	tt:t	-	-	-	-
-	akklimatisoitava	-	participle	10	-	-	-	-	-
-	akklimatisoitava	-	participle	10	-	-	-	+poss	-
-	akklimatisoitumaton	-	participle	34	tt:t	-	-	-	-
-	akklimatisoituva	-	participle	10	-	-	-	-	-
-	akklimatisoituva	-	participle	10	-	-	-	+poss	-
-	akklimatisoiva	-	participle	10	-	-	-	-	-
-	akklimatisoiva	-	participle	10	-	-	-	+poss	-
-	akkommodoiduttava	-	participle	10	-	-	-	+poss	-
-	akkommodoiduttava	-	participle	10	-	-	-	-	-
-	akkommodoitumaton	-	participle	34	tt:t	-	-	-	-
-	akkommodoituva	-	participle	10	-	-	-	-	-
-	akkommodoituva	-	participle	10	-	-	-	+poss	-
-	akkreditoimaton	-	participle	34	tt:t	-	-	-	-
-	akkreditoitava	-	participle	10	-	-	-	-	-
-	akkreditoitava	-	participle	10	-	-	-	+poss	-
-	akkreditoiva	-	participle	10	-	-	-	+poss	-
-	akkreditoiva	-	participle	10	-	-	-	-	-
-	akkumuloiduttava	-	participle	10	-	-	-	-	-
-	akkumuloiduttava	-	participle	10	-	-	-	+poss	-
-	akkumuloimaton	-	participle	34	tt:t	-	-	-	-
-	akkumuloitava	-	participle	10	-	-	-	-	-
-	akkumuloitava	-	participle	10	-	-	-	+poss	-
-	akkumuloitumaton	-	participle	34	tt:t	-	-	-	-
-	akkumuloituva	-	participle	10	-	-	-	-	-
-	akkumuloituva	-	participle	10	-	-	-	+poss	-
-	akkumuloiva	-	participle	10	-	-	-	+poss	-
-	akkumuloiva	-	participle	10	-	-	-	-	-
-	akoittumaton	-	participle	34	tt:t	-	-	-	-
-	akoittuva	-	participle	10	-	-	-	-	-
-	akoittuva	-	participle	10	-	-	-	+poss	-
-	akoituttava	-	participle	10	-	-	-	-	-
-	akoituttava	-	participle	10	-	-	-	+poss	-
-	akseleroimaton	-	participle	34	tt:t	-	-	-	-
-	akseleroitava	-	participle	10	-	-	-	+poss	-
-	akseleroitava	-	participle	10	-	-	-	-	-
-	akseleroiva	-	participle	10	-	-	-	+poss	-
-	akseleroiva	-	participle	10	-	-	-	-	-
-	akseptaamaton	-	participle	34	tt:t	-	-	-	-
-	akseptaava	-	participle	10	-	-	-	+poss	-
-	akseptaava	-	participle	10	-	-	-	-	-
-	akseptattava	-	participle	10	-	-	-	-	-
-	akseptattava	-	participle	10	-	-	-	+poss	-
-	akseptoimaton	-	participle	34	tt:t	-	-	-	-
-	akseptoitava	-	participle	10	-	-	-	-	-
-	akseptoitava	-	participle	10	-	-	-	+poss	-
-	akseptoiva	-	participle	10	-	-	-	-	-
-	akseptoiva	-	participle	10	-	-	-	+poss	-
-	aktiivistamaton	-	participle	34	tt:t	-	-	-	-
-	aktiivistava	-	participle	10	-	-	-	-	-
-	aktiivistava	-	participle	10	-	-	-	+poss	-
-	aktiivistettava	-	participle	10	-	-	-	+poss	-
-	aktiivistettava	-	participle	10	-	-	-	-	-
-	aktiivistumaton	-	participle	34	tt:t	-	-	-	-
-	aktiivistuttava	-	participle	10	-	-	-	-	-
-	aktiivistuttava	-	participle	10	-	-	-	+poss	-
-	aktiivistuva	-	participle	10	-	-	-	+poss	-
-	aktiivistuva	-	participle	10	-	-	-	-	-
-	aktivoiduttava	-	participle	10	-	-	-	+poss	-
-	aktivoiduttava	-	participle	10	-	-	-	-	-
-	aktivoimaton	-	participle	34	tt:t	-	-	-	-
-	aktivoitava	-	participle	10	-	-	-	-	-
-	aktivoitava	-	participle	10	-	-	-	+poss	-
-	aktivoitumaton	-	participle	34	tt:t	-	-	-	-
-	aktivoituva	-	participle	10	-	-	-	-	-
-	aktivoituva	-	participle	10	-	-	-	+poss	-
-	aktivoiva	-	participle	10	-	-	-	+poss	-
-	aktivoiva	-	participle	10	-	-	-	-	-
-	aktuaalistamaton	-	participle	34	tt:t	-	-	-	-
-	aktuaalistava	-	participle	10	-	-	-	-	-
-	aktuaalistava	-	participle	10	-	-	-	+poss	-
-	aktuaalistettava	-	participle	10	-	-	-	+poss	-
-	aktuaalistettava	-	participle	10	-	-	-	-	-
-	aktuaalistumaton	-	participle	34	tt:t	-	-	-	-
-	aktuaalistuttava	-	participle	10	-	-	-	-	-
-	aktuaalistuttava	-	participle	10	-	-	-	+poss	-
-	aktuaalistuva	-	participle	10	-	-	-	-	-
-	aktuaalistuva	-	participle	10	-	-	-	+poss	-
