-	Kurikka	-	proper	14	kk:k	-	-	-	-
-	Kuru	-	proper	1	-	-	-	-	-
-	Kustavi	-	proper	5	-	-	-	-	-
-	Kutaisi	-	proper	5	-	-	-	-	-
-	Kuttanen	-	proper	38	-	-	-	-	-
-	Kuusaa	-	proper	18	-	-	-	-	-
-	Kuusamo	-	proper	2	-	-	-	-	-
-	Kuusas	-	proper	39	-	-	-	-	-
-	Kymi	-	proper	5	-	-	-	-	-
-	Kyrö	-	proper	1	-	-	-	-	-
-	Kälviä	-	proper	12	-	-	-	-	-
-	Kärkölä	-	proper	12	-	-	-	-	-
-	Kökar	-	proper	6	-	-	-	-	-
-	Köln	-	proper	5	-	-	-	-	-
-	Königsberg	-	proper	5	-	-	-	-	-
-	Köping	-	proper	5	-	-	-	-	-
-	Köyliö	-	proper	3	-	-	-	-	-
-	Kööpenhamina	-	proper	13	-	-	-	-	-
-	Kōbe	-	proper	8	-	-	-	-	-
-	La Paz	-	proper	5	-	-	-	-	-
-	Lagos	-	proper	5	-	-	-	-	-
-	Lahore	-	proper	8	-	-	-	-	-
-	Lahti	-	proper	7	t:d	-	-	-	-
-	Laihia	-	proper	12	-	-	-	-	-
-	Laitila	-	proper	12	-	-	-	-	-
