-	Lepäinen	-	proper	38	-	-	-	-	-
-	Letku	-	proper	1	-	-	-	-	-
-	Leutola	-	proper	12	-	-	-	-	-
-	Levo	-	proper	1	-	-	-	-	-
-	Levälä	-	proper	12	-	-	-	-	-
-	Lieso	-	proper	1	-	-	-	-	-
-	Lieviö	-	proper	3	-	-	-	-	-
-	Lihasula	-	proper	12	-	-	-	-	-
-	Liikkala	-	proper	12	-	-	-	-	-
-	Liikola	-	proper	12	-	-	-	-	-
-	Liitsola	-	proper	12	-	-	-	-	-
-	Limppu	-	proper	1	pp:p	-	-	-	-
-	Linnainen	-	proper	38	-	-	-	-	-
-	Lipiälä	-	proper	10	-	-	-	-	-
-	Lisma	-	proper	9	-	-	-	-	-
-	Livo	-	proper	1	-	-	-	-	-
-	Loila	-	proper	10	-	-	-	-	-
-	Loima	-	proper	10	-	-	-	-	-
-	Lommila	-	proper	13	-	-	-	-	-
-	Lonna	-	proper	10	-	-	-	-	-
-	Loosari	-	proper	6	-	-	-	-	-
-	Lotanen	-	proper	38	-	-	-	-	-
-	Loue	-	proper	8	-	-	-	-	-
-	Louhela	-	proper	13	-	-	-	-	-
-	Loukeinen	-	proper	38	-	-	-	-	-
-	Lounaala	-	proper	13	-	-	-	-	-
-	Luikala	-	proper	12	-	-	-	-	-
-	Luikkio	-	proper	3	-	-	-	-	-
-	Luiro	-	proper	1	-	-	-	-	-
-	Luistari	-	proper	6	-	-	-	-	-
-	Lukkarila	-	proper	12	-	-	-	-	-
-	Lunkaa	-	proper	18	-	-	-	-	-
-	Luohua	-	proper	12	-	-	-	-	-
-	Luokka	-	proper	10	kk:k	-	-	-	-
-	Luopa	-	proper	10	-	-	-	-	-
-	Luosto	-	proper	1	-	-	-	-	-
-	Luotola	-	proper	12	-	-	-	-	-
-	Lusi	-	proper	5	-	-	-	-	-
-	Lustila	-	proper	13	-	-	-	-	-
-	Lutakko	-	proper	4	kk:k	-	-	-	-
-	Luukki	-	proper	5	kk:k	-	-	-	-
-	Luusua	-	proper	12	-	-	-	-	-
-	Lyly	-	proper	1	-	-	-	-	-
-	Lypyrtti	-	proper	5	tt:t	-	-	-	-
-	Lyttylä	-	proper	12	-	-	-	-	-
-	Lyyskilä	-	proper	12	-	-	-	-	-
-	Lyytikkälä	-	proper	12	-	-	-	-	-
-	Lyökki	-	proper	5	kk:k	-	-	-	-
-	Lähteelä	-	proper	10	-	-	-	-	-
